ID,:LABEL,accession,name,synonyms,description,taxid
Q9NP78-3,Protein,ABCB9_HUMAN,ABCB9,"ABCB9_HUMAN,ABCB9,9606.ENSP00000440288,CHEMBL1293189,ENSG00000150967",,9606
Q4L235-4,Protein,ACSF4_HUMAN,AASDH,"ACSF4_HUMAN,AASDH,9606.ENSP00000205214,ENSG00000157426",,9606
P54646,Protein,AAPK2_HUMAN,PRKAA2,"AAPK2_HUMAN,PRKAA2,2H6D,2LTU,2YZA,3AQV,4CFE,4CFF,4ZHX,5EZV,5ISO,6B1U,6B2E,6BX6,9606.ENSP00000360290,CHEMBL2116,ENSG00000162409",,9606
P62736,Protein,ACTA_HUMAN,ACTA2,"ACTA_HUMAN,ACTA2,9606.ENSP00000402373,ENSG00000107796",,9606
Q96CM8-2,Protein,ACSF2_HUMAN,ACSF2,"ACSF2_HUMAN,ACSF2,9606.ENSP00000401831,ENSG00000167107",,9606
Q86UQ4-4,Protein,ABCAD_HUMAN,ABCA13,"ABCAD_HUMAN,ABCA13,9606.ENSP00000411096,ENSG00000179869",,9606
Q9H7C9,Protein,AAMDC_HUMAN,AAMDC,"AAMDC_HUMAN,AAMDC,2AB1,2Q4Q,9606.ENSP00000431808,ENSG00000087884",,9606
Q9NRA8,Protein,4ET_HUMAN,EIF4ENIF1,"4ET_HUMAN,EIF4ENIF1,5ANR,6F9W,6X2R,9606.ENSP00000380659,ENSG00000184708",,9606
P05067-10,Protein,A4_HUMAN,APP,"A4_HUMAN,APP,1AAP,1AMB,1AMC,1AML,1BA4,1BA6,1BJB,1BJC,1BRC,1CA0,1HZ3,1IYT,1MWP,1OWT,1QCM,1QWP,1QXC,1QYT,1TAW,1TKN,1UO7,1UO8,1UOA,1UOI,1X11,1Z0Q,1ZE7,1ZE9,1ZJD,2BEG,2BOM,2BP4,2FJZ,2FK1,2FK2,2FK3,2FKL,2FMA,2G47,2IPU,2LFM,2LLM,2LMN,2LMO,2LMP,2LMQ,2LNQ,2LOH,2LP1,2LZ3,2LZ4,2M4J,2M9R,2M9S,2MGT,2MJ1,2MPZ,2MVX,2MXU,2NAO,2OTK,2R0W,2WK3,2Y29,2Y2A,2Y3J,2Y3K,2Y3L,3AYU,3BAE,3BKJ,3DXC,3DXD,3DXE,3GCI,3IFL,3IFN,3IFO,3IFP,3JQ5,3JQL,3JTI,3KTM,3L33,3L81,3MOQ,3MXC,3MXY,3NYJ,3NYL,3OVJ,3OW9,3PZZ,3Q2X,3SV1,3U0T,3UMH,3UMI,3UMK,4HIX,4JFN,4M1C,4MDR,4MVI,4MVK,4MVL,4NGE,4OJF,4ONF,4ONG,4PQD,4PWQ,4XXD,5AEF,5AM8,5AMB,5BUO,5C67,5CSZ,5HOW,5HOX,5HOY,5KK3,5LFY,5LV0,5MY4,5MYO,5MYX,5ONP,5ONQ,5OQV,5TXD,5VOS,5VZY,5W3P,6CO3,6GFI,6ITU,6IYC,6NB9,6O4J,6OC9,6OIZ,6RHY,6SHS,6TI5,6TI6,6TI7,6WXM,9606.ENSP00000284981,CHEMBL2487,ENSG00000142192",,9606
Q14738-3,Protein,2A5D_HUMAN,PPP2R5D,"2A5D_HUMAN,PPP2R5D,9606.ENSP00000417963,ENSG00000112640",,9606
Q13444-8,Protein,ADA15_HUMAN,ADAM15,"ADA15_HUMAN,ADAM15,9606.ENSP00000349436,CHEMBL2331050,ENSG00000143537",,9606
P63267,Protein,ACTH_HUMAN,ACTG2,"ACTH_HUMAN,ACTG2,6JAT,9606.ENSP00000386857,ENSG00000163017",,9606
Q05901,Protein,ACHB3_HUMAN,CHRNB3,"ACHB3_HUMAN,CHRNB3,9606.ENSP00000289957,CHEMBL2109233,ENSG00000147432",,9606
A5X5Y0-6,Protein,5HT3E_HUMAN,HTR3E,"5HT3E_HUMAN,HTR3E,9606.ENSP00000406050,CHEMBL4296087,ENSG00000186038",,9606
P36544-2,Protein,ACHA7_HUMAN,CHRNA7,"ACHA7_HUMAN,CHRNA7,2MAW,5AFH,5AFJ,5AFK,5AFL,5AFM,5AFN,9606.ENSP00000407546,CHEMBL2492,ENSG00000175344",,9606
Q8TDX5-1,Protein,ACMSD_HUMAN,ACMSD,"ACMSD_HUMAN,ACMSD,2WM1,4IGM,4IGN,4IH3,4OFC,9606.ENSP00000348459,CHEMBL4105941,ENSG00000153086",,9606
Q8NAA4,Protein,A16L2_HUMAN,ATG16L2,"A16L2_HUMAN,ATG16L2,9606.ENSP00000326340,ENSG00000168010",,9606
Q8WXI4-2,Protein,ACO11_HUMAN,ACOT11,"ACO11_HUMAN,ACOT11,3FO5,6VVQ,9606.ENSP00000360366,ENSG00000162390",,9606
P31946-1,Protein,1433B_HUMAN,YWHAB,"1433B_HUMAN,YWHAB,2BQ0,2C23,4DNK,5N10,6A5Q,6BYK,6GN0,6GN8,6GNJ,6GNK,6GNN,6HEP,9606.ENSP00000361930,CHEMBL3710403,ENSG00000166913",,9606
P08195-3,Protein,4F2_HUMAN,SLC3A2,"4F2_HUMAN,SLC3A2,2DH2,2DH3,6IRS,6IRT,6JMQ,6JMR,6S8V,9606.ENSP00000367123,ENSG00000168003",,9606
Q9BUJ0,Protein,ABHEA_HUMAN,ABHD14A,"ABHEA_HUMAN,ABHD14A,9606.ENSP00000273596,ENSG00000248487",,9606
P47898,Protein,5HT5A_HUMAN,HTR5A,"5HT5A_HUMAN,HTR5A,9606.ENSP00000287907,CHEMBL3426,ENSG00000157219",,9606
O00400,Protein,ACATN_HUMAN,SLC33A1,"ACATN_HUMAN,SLC33A1,9606.ENSP00000376587,CHEMBL3638338,ENSG00000169359",,9606
Q3I5F7,Protein,ACOT6_HUMAN,ACOT6,"ACOT6_HUMAN,ACOT6,9606.ENSP00000370531,ENSG00000205669",,9606
Q9H3Z7,Protein,ABHGB_HUMAN,ABHD16B,"ABHGB_HUMAN,ABHD16B,9606.ENSP00000358932,ENSG00000183260",,9606
Q8IZP0-5,Protein,ABI1_HUMAN,ABI1,"ABI1_HUMAN,ABI1,9606.ENSP00000365312,ENSG00000136754",,9606
Q8N139-3,Protein,ABCA6_HUMAN,ABCA6,"ABCA6_HUMAN,ABCA6,9606.ENSP00000284425,ENSG00000154262",,9606
P63267-1,Protein,ACTH_HUMAN,ACTG2,"ACTH_HUMAN,ACTG2,6JAT,9606.ENSP00000386857,ENSG00000163017",,9606
Q16537-2,Protein,2A5E_HUMAN,PPP2R5E,"2A5E_HUMAN,PPP2R5E,9606.ENSP00000337641,ENSG00000154001",,9606
Q8IUX4-2,Protein,ABC3F_HUMAN,APOBEC3F,"ABC3F_HUMAN,APOBEC3F,3WUS,4IOU,4J4J,5HX4,5HX5,5W2M,6NIL,9606.ENSP00000309749,CHEMBL2007626,ENSG00000128394",,9606
Q8N139-1,Protein,ABCA6_HUMAN,ABCA6,"ABCA6_HUMAN,ABCA6,9606.ENSP00000284425,ENSG00000154262",,9606
A0PJZ0,Protein,A20A5_HUMAN,ANKRD20A5P,"A20A5_HUMAN,ANKRD20A5P",,9606
P30542-1,Protein,AA1R_HUMAN,ADORA1,"AA1R_HUMAN,ADORA1,5N2S,5UEN,6D9H,9606.ENSP00000356205,CHEMBL226,ENSG00000163485",,9606
Q13639-5,Protein,5HT4R_HUMAN,HTR4,"5HT4R_HUMAN,HTR4,5EM9,9606.ENSP00000353915,CHEMBL1875,ENSG00000164270",,9606
Q86UK0,Protein,ABCAC_HUMAN,ABCA12,"ABCAC_HUMAN,ABCA12,9606.ENSP00000272895,ENSG00000144452",,9606
Q8WW27,Protein,ABEC4_HUMAN,APOBEC4,"ABEC4_HUMAN,APOBEC4,9606.ENSP00000310622,ENSG00000173627",,9606
P0DMS8,Protein,AA3R_HUMAN,ADORA3,"AA3R_HUMAN,ADORA3,1OEA,1R7N,CHEMBL256,ENSG00000282608",,9606
Q96P50,Protein,ACAP3_HUMAN,ACAP3,"ACAP3_HUMAN,ACAP3,9606.ENSP00000346733,ENSG00000131584",,9606
Q6ZT62-2,Protein,3BP1_HUMAN,SH3BP1,"3BP1_HUMAN,SH3BP1,4J9D,4J9F,9606.ENSP00000350018,ENSG00000100092",,9606
Q96HD9,Protein,ACY3_HUMAN,ACY3,"ACY3_HUMAN,ACY3,9606.ENSP00000255082,ENSG00000132744",,9606
Q9UKQ2-1,Protein,ADA28_HUMAN,ADAM28,"ADA28_HUMAN,ADAM28,9606.ENSP00000265769,ENSG00000042980",,9606
P28335-1,Protein,5HT2C_HUMAN,HTR2C,"5HT2C_HUMAN,HTR2C,6BQG,6BQH,9606.ENSP00000276198,CHEMBL225,ENSG00000147246",,9606
P31941-1,Protein,ABC3A_HUMAN,APOBEC3A,"ABC3A_HUMAN,APOBEC3A,2M65,4XXO,5KEG,5SWW,9606.ENSP00000384359,CHEMBL1741179,ENSG00000128383,ENSG00000262156",,9606
P12821-1,Protein,ACE_HUMAN,ACE,"ACE_HUMAN,ACE,1O86,1O8A,1UZE,1UZF,2C6F,2C6N,2IUL,2IUX,2OC2,2XY9,2XYD,2YDM,3BKK,3BKL,3L3N,3NXQ,4APH,4APJ,4BXK,4BZR,4BZS,4C2N,4C2O,4C2P,4C2Q,4C2R,4CA5,4CA6,4UFA,4UFB,5AM8,5AM9,5AMA,5AMB,5AMC,6EN5,6EN6,6F9R,6F9T,6F9U,6F9V,6H5W,6H5X,6QS1,6TT1,6TT3,6TT4,9606.ENSP00000290866,CHEMBL1808,ENSG00000159640",,9606
Q96J66-1,Protein,ABCCB_HUMAN,ABCC11,"ABCCB_HUMAN,ABCC11,9606.ENSP00000378230,CHEMBL2073702,ENSG00000121270",,9606
P01011,Protein,AACT_HUMAN,SERPINA3,"AACT_HUMAN,SERPINA3,1AS4,1QMN,2ACH,3CAA,3DLW,4CAA,6HGE,9606.ENSP00000450540,CHEMBL5960,ENSG00000196136",,9606
Q8N139,Protein,ABCA6_HUMAN,ABCA6,"ABCA6_HUMAN,ABCA6,9606.ENSP00000284425,ENSG00000154262",,9606
P45844-6,Protein,ABCG1_HUMAN,ABCG1,"ABCG1_HUMAN,ABCG1,9606.ENSP00000354995,ENSG00000160179",,9606
P07510-2,Protein,ACHG_HUMAN,CHRNG,"ACHG_HUMAN,CHRNG,9606.ENSP00000374145,CHEMBL1907588,ENSG00000196811",,9606
P0DMS8-1,Protein,AA3R_HUMAN,ADORA3,"AA3R_HUMAN,ADORA3,1OEA,1R7N,CHEMBL256,ENSG00000282608",,9606
P35348-4,Protein,ADA1A_HUMAN,ADRA1A,"ADA1A_HUMAN,ADRA1A,9606.ENSP00000369960,CHEMBL229,ENSG00000120907",,9606
Q9UKF5-2,Protein,ADA29_HUMAN,ADAM29,"ADA29_HUMAN,ADAM29,9606.ENSP00000484862,ENSG00000168594",,9606
O94929-1,Protein,ABLM3_HUMAN,ABLIM3,"ABLM3_HUMAN,ABLIM3,1UJS,2DJ7,9606.ENSP00000425394,ENSG00000173210",,9606
Q0P651-3,Protein,ABD18_HUMAN,ABHD18,"ABD18_HUMAN,ABHD18,9606.ENSP00000381937,ENSG00000164074",,9606
Q9NUN7-2,Protein,ACER3_HUMAN,ACER3,"ACER3_HUMAN,ACER3,6G7O,9606.ENSP00000434480,ENSG00000078124",,9606
Q5FVE4,Protein,ACBG2_HUMAN,ACSBG2,"ACBG2_HUMAN,ACSBG2,9606.ENSP00000465589,ENSG00000130377",,9606
P22303-3,Protein,ACES_HUMAN,ACHE,"ACES_HUMAN,ACHE,1B41,1F8U,1PUV,1PUW,1VZJ,2CLJ,2X8B,3LII,4BDT,4EY4,4EY5,4EY6,4EY7,4EY8,4M0E,4M0F,4PQE,5FOQ,5FPQ,5HF5,5HF6,5HF8,5HF9,5HFA,6CQT,6CQU,6CQV,6CQW,6CQX,6CQY,6CQZ,6F25,6NEA,6NTG,6NTH,6NTK,6NTL,6NTM,6NTN,6NTO,6O4W,6O4X,6O50,6O52,6O5R,6O5S,6O5V,6O66,6O69,6U34,6U37,6U3P,9606.ENSP00000303211,CHEMBL220,ENSG00000087085",,9606
P35609,Protein,ACTN2_HUMAN,ACTN2,"ACTN2_HUMAN,ACTN2,1H8B,1HCI,1QUU,4D1E,5A36,5A37,5A38,5A4B,9606.ENSP00000443495,ENSG00000077522",,9606
P0DMS9-2,Protein,AA3R_HUMAN,ADORA3,"AA3R_HUMAN,ADORA3,1OEA,1R7N,CHEMBL256,ENSG00000282608",,9606
P14060,Protein,3BHS1_HUMAN,HSD3B1,"3BHS1_HUMAN,HSD3B1,9606.ENSP00000358421,CHEMBL1958,ENSG00000203857",,9606
Q6PCB6,Protein,AB17C_HUMAN,ABHD17C,"AB17C_HUMAN,ABHD17C,9606.ENSP00000258884,ENSG00000136379",,9606
Q9H0P0-3,Protein,5NT3A_HUMAN,NT5C3A,"5NT3A_HUMAN,NT5C3A,2CN1,2JGA,2VKQ,9606.ENSP00000484415,ENSG00000122643",,9606
P07108-1,Protein,ACBP_HUMAN,DBI,"ACBP_HUMAN,DBI,2CB8,2FJ9,9606.ENSP00000439012,ENSG00000155368",,9606
P34969,Protein,5HT7R_HUMAN,HTR7,"5HT7R_HUMAN,HTR7,9606.ENSP00000337949,CHEMBL3155,ENSG00000148680",,9606
Q9H222-1,Protein,ABCG5_HUMAN,ABCG5,"ABCG5_HUMAN,ABCG5,5DO7,9606.ENSP00000260645,ENSG00000138075",,9606
P35368,Protein,ADA1B_HUMAN,ADRA1B,"ADA1B_HUMAN,ADRA1B,9606.ENSP00000306662,CHEMBL232,ENSG00000170214",,9606
O14639-5,Protein,ABLM1_HUMAN,ABLIM1,"ABLM1_HUMAN,ABLIM1,9606.ENSP00000277895,ENSG00000099204",,9606
Q8NAA4-2,Protein,A16L2_HUMAN,ATG16L2,"A16L2_HUMAN,ATG16L2,9606.ENSP00000326340,ENSG00000168010",,9606
P28223,Protein,5HT2A_HUMAN,HTR2A,"5HT2A_HUMAN,HTR2A,6A93,6A94,9606.ENSP00000437737,CHEMBL224,ENSG00000102468",,9606
Q9NUJ1-3,Protein,ABHDA_HUMAN,ABHD10,"ABHDA_HUMAN,ABHD10,9606.ENSP00000273359,ENSG00000144827",,9606
Q96J66-2,Protein,ABCCB_HUMAN,ABCC11,"ABCCB_HUMAN,ABCC11,9606.ENSP00000378230,CHEMBL2073702,ENSG00000121270",,9606
P53396-1,Protein,ACLY_HUMAN,ACLY,"ACLY_HUMAN,ACLY,3MWD,3MWE,3PFF,5TDE,5TDF,5TDM,5TDZ,5TE1,5TEQ,5TES,5TET,6HXH,6HXK,6HXL,6HXM,6O0H,6POE,6POF,6QFB,6UI9,6UIA,6UUW,6UUZ,6UV5,9606.ENSP00000253792,CHEMBL3720,ENSG00000131473",,9606
Q9NUQ8-1,Protein,ABCF3_HUMAN,ABCF3,"ABCF3_HUMAN,ABCF3,9606.ENSP00000411471,ENSG00000161204",,9606
Q12979-2,Protein,ABR_HUMAN,ABR,"ABR_HUMAN,ABR,9606.ENSP00000303909,ENSG00000159842,ENSG00000276016,ENSG00000278741",,9606
P36639-4,Protein,8ODP_HUMAN,NUDT1,"8ODP_HUMAN,NUDT1,1IRY,3Q93,3WHW,3ZR0,3ZR1,4C9W,4C9X,4N1T,4N1U,5ANS,5ANT,5ANU,5ANV,5ANW,5FSI,5FSK,5FSL,5FSM,5FSN,5FSO,5GHI,5GHJ,5GHM,5GHN,5GHO,5GHP,5GHQ,5NGR,5NGS,5NGT,5NHY,5OTM,5WS7,6AA3,6AA4,6AA5,6EQ2,6EQ3,6EQ4,6EQ5,6EQ6,6EQ7,6F1X,6F20,6F22,6F23,6GLE,6GLF,6GLG,6GLH,6GLI,6GLJ,6GLK,6GLL,6GLM,6GLN,6GLO,6GLP,6GLQ,6GLR,6GLS,6GLT,6GLU,6GLV,6IJY,6ILI,6IMZ,6QVO,6US2,6US3,6US4,9606.ENSP00000380241,CHEMBL3708265,ENSG00000106268",,9606
P08195-2,Protein,4F2_HUMAN,SLC3A2,"4F2_HUMAN,SLC3A2,2DH2,2DH3,6IRS,6IRT,6JMQ,6JMR,6S8V,9606.ENSP00000367123,ENSG00000168003",,9606
P34969-1,Protein,5HT7R_HUMAN,HTR7,"5HT7R_HUMAN,HTR7,9606.ENSP00000337949,CHEMBL3155,ENSG00000148680",,9606
O60239-1,Protein,3BP5_HUMAN,SH3BP5,"3BP5_HUMAN,SH3BP5,4H3B,6DJL,6IXE,6IXF,6IXG,6IXV,9606.ENSP00000373301,ENSG00000131370",,9606
P33897,Protein,ABCD1_HUMAN,ABCD1,"ABCD1_HUMAN,ABCD1,9606.ENSP00000218104,ENSG00000101986",,9606
P02750,Protein,A2GL_HUMAN,LRG1,"A2GL_HUMAN,LRG1,9606.ENSP00000302621,ENSG00000171236",,9606
Q6PCB6-2,Protein,AB17C_HUMAN,ABHD17C,"AB17C_HUMAN,ABHD17C,9606.ENSP00000258884,ENSG00000136379",,9606
Q5T8D3-1,Protein,ACBD5_HUMAN,ACBD5,"ACBD5_HUMAN,ACBD5,3FLV,9606.ENSP00000379568,ENSG00000107897",,9606
Q8IZ83-1,Protein,A16A1_HUMAN,ALDH16A1,"A16A1_HUMAN,ALDH16A1,9606.ENSP00000293350,CHEMBL4295896,ENSG00000161618",,9606
Q13444-4,Protein,ADA15_HUMAN,ADAM15,"ADA15_HUMAN,ADAM15,9606.ENSP00000349436,CHEMBL2331050,ENSG00000143537",,9606
Q969K4-2,Protein,ABTB1_HUMAN,ABTB1,"ABTB1_HUMAN,ABTB1,9606.ENSP00000232744,ENSG00000114626",,9606
Q9H0P0-2,Protein,5NT3A_HUMAN,NT5C3A,"5NT3A_HUMAN,NT5C3A,2CN1,2JGA,2VKQ,9606.ENSP00000484415,ENSG00000122643",,9606
Q9NP78-5,Protein,ABCB9_HUMAN,ABCB9,"ABCB9_HUMAN,ABCB9,9606.ENSP00000440288,CHEMBL1293189,ENSG00000150967",,9606
Q9NPJ3-1,Protein,ACO13_HUMAN,ACOT13,"ACO13_HUMAN,ACOT13,2F0X,2H4U,3F5O,9606.ENSP00000230048,CHEMBL4295957,ENSG00000112304",,9606
Q676U5-1,Protein,A16L1_HUMAN,ATG16L1,"A16L1_HUMAN,ATG16L1,4GDK,4GDL,4NAW,4TQ0,5D7G,5NPV,5NPW,5NUV,5ZYX,9606.ENSP00000375872,ENSG00000085978,ENSG00000281089",,9606
Q9Y2T4,Protein,2ABG_HUMAN,PPP2R2C,"2ABG_HUMAN,PPP2R2C,9606.ENSP00000335083,ENSG00000074211",,9606
Q8WXI4-1,Protein,ACO11_HUMAN,ACOT11,"ACO11_HUMAN,ACOT11,3FO5,6VVQ,9606.ENSP00000360366,ENSG00000162390",,9606
Q13444-13,Protein,ADA15_HUMAN,ADAM15,"ADA15_HUMAN,ADAM15,9606.ENSP00000349436,CHEMBL2331050,ENSG00000143537",,9606
Q15758-3,Protein,AAAT_HUMAN,SLC1A5,"AAAT_HUMAN,SLC1A5,5LLM,5LLU,5LM4,5MJU,6GCT,6MP6,6MPB,6RVX,6RVY,9606.ENSP00000444408,CHEMBL3562162,ENSG00000105281",,9606
Q2M3G0-4,Protein,ABCB5_HUMAN,ABCB5,"ABCB5_HUMAN,ABCB5,9606.ENSP00000384881,CHEMBL1772928,ENSG00000004846",,9606
P54619-2,Protein,AAKG1_HUMAN,PRKAG1,"AAKG1_HUMAN,PRKAG1,2UV4,2UV5,2UV6,2UV7,4CFE,4CFF,4RER,4REW,4ZHX,5EZV,5ISO,6B1U,6B2E,6C9F,6C9G,6C9H,6C9J,9606.ENSP00000323867,CHEMBL2393,ENSG00000181929",,9606
Q8N5Z0,Protein,AADAT_HUMAN,AADAT,"AADAT_HUMAN,AADAT,2QLR,2R2N,2VGZ,2XH1,3DC1,3UE8,4GDY,4GE4,4GE7,4GE9,4GEB,5EFS,5EUN,5TF5,6D0A,6T8P,6T8Q,9606.ENSP00000423190,CHEMBL2046259,ENSG00000109576",,9606
P28330,Protein,ACADL_HUMAN,ACADL,"ACADL_HUMAN,ACADL,9606.ENSP00000233710,ENSG00000115361",,9606
Q96P26-4,Protein,5NT1B_HUMAN,NT5C1B,"5NT1B_HUMAN,NT5C1B,9606.ENSP00000352904,ENSG00000185013",,9606
Q96GS6-3,Protein,AB17A_HUMAN,ABHD17A,"AB17A_HUMAN,ABHD17A,ENSG00000129968",,9606
Q9NRG9-2,Protein,AAAS_HUMAN,AAAS,"AAAS_HUMAN,AAAS,9606.ENSP00000209873,ENSG00000094914",,9606
Q9BZC7-3,Protein,ABCA2_HUMAN,ABCA2,"ABCA2_HUMAN,ABCA2,9606.ENSP00000344155,ENSG00000107331",,9606
Q70Z44,Protein,5HT3D_HUMAN,HTR3D,"5HT3D_HUMAN,HTR3D,9606.ENSP00000371929,CHEMBL2094132,ENSG00000186090",,9606
Q4UJ75,Protein,A20A4_HUMAN,ANKRD20A4P,"A20A4_HUMAN,ANKRD20A4P,9606.ENSP00000349891,ENSG00000172014",,9606
P05067-9,Protein,A4_HUMAN,APP,"A4_HUMAN,APP,1AAP,1AMB,1AMC,1AML,1BA4,1BA6,1BJB,1BJC,1BRC,1CA0,1HZ3,1IYT,1MWP,1OWT,1QCM,1QWP,1QXC,1QYT,1TAW,1TKN,1UO7,1UO8,1UOA,1UOI,1X11,1Z0Q,1ZE7,1ZE9,1ZJD,2BEG,2BOM,2BP4,2FJZ,2FK1,2FK2,2FK3,2FKL,2FMA,2G47,2IPU,2LFM,2LLM,2LMN,2LMO,2LMP,2LMQ,2LNQ,2LOH,2LP1,2LZ3,2LZ4,2M4J,2M9R,2M9S,2MGT,2MJ1,2MPZ,2MVX,2MXU,2NAO,2OTK,2R0W,2WK3,2Y29,2Y2A,2Y3J,2Y3K,2Y3L,3AYU,3BAE,3BKJ,3DXC,3DXD,3DXE,3GCI,3IFL,3IFN,3IFO,3IFP,3JQ5,3JQL,3JTI,3KTM,3L33,3L81,3MOQ,3MXC,3MXY,3NYJ,3NYL,3OVJ,3OW9,3PZZ,3Q2X,3SV1,3U0T,3UMH,3UMI,3UMK,4HIX,4JFN,4M1C,4MDR,4MVI,4MVK,4MVL,4NGE,4OJF,4ONF,4ONG,4PQD,4PWQ,4XXD,5AEF,5AM8,5AMB,5BUO,5C67,5CSZ,5HOW,5HOX,5HOY,5KK3,5LFY,5LV0,5MY4,5MYO,5MYX,5ONP,5ONQ,5OQV,5TXD,5VOS,5VZY,5W3P,6CO3,6GFI,6ITU,6IYC,6NB9,6O4J,6OC9,6OIZ,6RHY,6SHS,6TI5,6TI6,6TI7,6WXM,9606.ENSP00000284981,CHEMBL2487,ENSG00000142192",,9606
Q8NE71-2,Protein,ABCF1_HUMAN,ABCF1,"ABCF1_HUMAN,ABCF1,5ZXD,9606.ENSP00000313603,ENSG00000204574,ENSG00000206490,ENSG00000236342,ENSG00000232169,ENSG00000225989,ENSG00000231129,ENSG00000236149",,9606
Q9NYB9-2,Protein,ABI2_HUMAN,ABI2,"ABI2_HUMAN,ABI2,2ED0,3P8C,4N78,9606.ENSP00000295851,ENSG00000138443",,9606
Q9ULC5-1,Protein,ACSL5_HUMAN,ACSL5,"ACSL5_HUMAN,ACSL5,9606.ENSP00000348429,CHEMBL4105818,ENSG00000197142",,9606
P08173,Protein,ACM4_HUMAN,CHRM4,"ACM4_HUMAN,CHRM4,5DSG,6D9H,6KP6,9606.ENSP00000409378,CHEMBL1821,ENSG00000180720",,9606
P29372-2,Protein,3MG_HUMAN,MPG,"3MG_HUMAN,MPG,1BNK,1EWN,1F4R,1F6O,3QI5,3UBY,9606.ENSP00000219431,CHEMBL3396943,ENSG00000103152",,9606
Q00005-3,Protein,2ABB_HUMAN,PPP2R2B,"2ABB_HUMAN,PPP2R2B,9606.ENSP00000377936,ENSG00000156475",,9606
Q6JQN1,Protein,ACD10_HUMAN,ACAD10,"ACD10_HUMAN,ACAD10,9606.ENSP00000389813,CHEMBL4105816,ENSG00000111271",,9606
Q9P0K1-1,Protein,ADA22_HUMAN,ADAM22,"ADA22_HUMAN,ADAM22,3G5C,5Y2Z,5Y31,9606.ENSP00000265727,ENSG00000008277",,9606
P01011-2,Protein,AACT_HUMAN,SERPINA3,"AACT_HUMAN,SERPINA3,1AS4,1QMN,2ACH,3CAA,3DLW,4CAA,6HGE,9606.ENSP00000450540,CHEMBL5960,ENSG00000196136",,9606
Q5FVE4-4,Protein,ACBG2_HUMAN,ACSBG2,"ACBG2_HUMAN,ACSBG2,9606.ENSP00000465589,ENSG00000130377",,9606
Q6H8Q1-7,Protein,ABLM2_HUMAN,ABLIM2,"ABLM2_HUMAN,ABLIM2,1V6G,1WIG,2L3X,9606.ENSP00000393511,ENSG00000163995",,9606
P62258,Protein,1433E_HUMAN,YWHAE,"1433E_HUMAN,YWHAE,2BR9,3UAL,3UBW,6EIH,9606.ENSP00000264335,CHEMBL3329082,ENSG00000108953,ENSG00000274474",,9606
Q8NC06-1,Protein,ACBD4_HUMAN,ACBD4,"ACBD4_HUMAN,ACBD4,2WH5,ENSG00000181513",,9606
Q9NP78-7,Protein,ABCB9_HUMAN,ABCB9,"ABCB9_HUMAN,ABCB9,9606.ENSP00000440288,CHEMBL1293189,ENSG00000150967",,9606
P78314-3,Protein,3BP2_HUMAN,SH3BP2,"3BP2_HUMAN,SH3BP2,2CR4,3TWR,9606.ENSP00000422168,ENSG00000087266",,9606
P11310-1,Protein,ACADM_HUMAN,ACADM,"ACADM_HUMAN,ACADM,1EGC,1EGD,1EGE,1T9G,2A1T,4P13,9606.ENSP00000359871,CHEMBL4295713,ENSG00000117054",,9606
Q9Y3L3-1,Protein,3BP1_HUMAN,SH3BP1,"3BP1_HUMAN,SH3BP1,4J9D,4J9F,9606.ENSP00000350018,ENSG00000100092",,9606
Q8IZP0-11,Protein,ABI1_HUMAN,ABI1,"ABI1_HUMAN,ABI1,9606.ENSP00000365312,ENSG00000136754",,9606
Q8IUA7-2,Protein,ABCA9_HUMAN,ABCA9,"ABCA9_HUMAN,ABCA9,9606.ENSP00000342216,ENSG00000154258",,9606
O75077-2,Protein,ADA23_HUMAN,ADAM23,"ADA23_HUMAN,ADAM23,9606.ENSP00000264377,ENSG00000114948",,9606
O75077-1,Protein,ADA23_HUMAN,ADAM23,"ADA23_HUMAN,ADAM23,9606.ENSP00000264377,ENSG00000114948",,9606
Q9H2F3,Protein,3BHS7_HUMAN,HSD3B7,"3BHS7_HUMAN,HSD3B7,9606.ENSP00000297679,ENSG00000099377",,9606
Q13085,Protein,ACACA_HUMAN,ACACA,"ACACA_HUMAN,ACACA,2YL2,3COJ,4ASI,6G2D,6G2H,6G2I,9606.ENSP00000483300,CHEMBL3351,ENSG00000275176,ENSG00000278540",,9606
Q709F0-2,Protein,ACD11_HUMAN,ACAD11,"ACD11_HUMAN,ACAD11,2WBI,9606.ENSP00000264990,CHEMBL4105707,ENSG00000240303",,9606
Q9Y312,Protein,AAR2_HUMAN,AAR2,"AAR2_HUMAN,AAR2,9606.ENSP00000363043,ENSG00000131043",,9606
P30926,Protein,ACHB4_HUMAN,CHRNB4,"ACHB4_HUMAN,CHRNB4,2ASG,6PV7,6PV8,9606.ENSP00000261751,CHEMBL1907591,CHEMBL1907594,CHEMBL2109230,CHEMBL3038459,CHEMBL3137273,CHEMBL3137285,CHEMBL3885595,ENSG00000117971",,9606
Q9Y615,Protein,ACL7A_HUMAN,ACTL7A,"ACL7A_HUMAN,ACTL7A,2XQN,9606.ENSP00000334300,ENSG00000187003",,9606
Q07912-1,Protein,ACK1_HUMAN,TNK2,"ACK1_HUMAN,TNK2,1CF4,1U46,1U4D,1U54,3EQP,3EQR,4EWH,4HZR,4HZS,4ID7,5ZXB,9606.ENSP00000371341,CHEMBL4599,ENSG00000061938",,9606
