ID,:LABEL,accession,name,synonyms,description,taxid
P22303-4,Protein,ACES_HUMAN,ACHE,"ACES_HUMAN,ACHE,1B41,1F8U,1PUV,1PUW,1VZJ,2CLJ,2X8B,3LII,4BDT,4EY4,4EY5,4EY6,4EY7,4EY8,4M0E,4M0F,4PQE,5FOQ,5FPQ,5HF5,5HF6,5HF8,5HF9,5HFA,6CQT,6CQU,6CQV,6CQW,6CQX,6CQY,6CQZ,6F25,6NEA,6NTG,6NTH,6NTK,6NTL,6NTM,6NTN,6NTO,6O4W,6O4X,6O50,6O52,6O5R,6O5S,6O5V,6O66,6O69,6U34,6U37,6U3P,9606.ENSP00000303211,CHEMBL220,ENSG00000087085",,9606
P05408-2,Protein,7B2_HUMAN,SCG5,"7B2_HUMAN,SCG5,9606.ENSP00000300175,ENSG00000166922,ENSG00000277614,ENSG00000281931",,9606
Q5FVE4-2,Protein,ACBG2_HUMAN,ACSBG2,"ACBG2_HUMAN,ACSBG2,9606.ENSP00000465589,ENSG00000130377",,9606
Q03154,Protein,ACY1_HUMAN,ACY1,"ACY1_HUMAN,ACY1,1Q7L,9606.ENSP00000384296,ENSG00000243989",,9606
Q9BTE6,Protein,AASD1_HUMAN,AARSD1,"AASD1_HUMAN,AARSD1,9606.ENSP00000400870,ENSG00000108825,ENSG00000266967",,9606
P30154-5,Protein,2AAB_HUMAN,PPP2R1B,"2AAB_HUMAN,PPP2R1B,9606.ENSP00000311344,ENSG00000137713",,9606
O95870,Protein,ABHGA_HUMAN,ABHD16A,"ABHGA_HUMAN,ABHD16A,9606.ENSP00000379282,CHEMBL6168,ENSG00000204427,ENSG00000206403,ENSG00000230475,ENSG00000236063,ENSG00000235676,ENSG00000231488,ENSG00000224552",,9606
Q9NR19-2,Protein,ACSA_HUMAN,ACSS2,"ACSA_HUMAN,ACSS2,9606.ENSP00000253382,ENSG00000131069",,9606
Q9NRG9,Protein,AAAS_HUMAN,AAAS,"AAAS_HUMAN,AAAS,9606.ENSP00000209873,ENSG00000094914",,9606
Q07001,Protein,ACHD_HUMAN,CHRND,"ACHD_HUMAN,CHRND,9606.ENSP00000258385,CHEMBL3011,ENSG00000135902",,9606
O95342,Protein,ABCBB_HUMAN,ABCB11,"ABCBB_HUMAN,ABCB11,6LR0,9606.ENSP00000263817,CHEMBL6020,ENSG00000073734",,9606
Q6UWZ7-1,Protein,ABRX1_HUMAN,ABRAXAS1,"ABRX1_HUMAN,ABRAXAS1,4JLU,4U4A,4Y18,4Y2G,9606.ENSP00000369857,ENSG00000163322",,9606
P29372,Protein,3MG_HUMAN,MPG,"3MG_HUMAN,MPG,1BNK,1EWN,1F4R,1F6O,3QI5,3UBY,9606.ENSP00000219431,CHEMBL3396943,ENSG00000103152",,9606
Q4L235-1,Protein,ACSF4_HUMAN,AASDH,"ACSF4_HUMAN,AASDH,9606.ENSP00000205214,ENSG00000157426",,9606
Q8IUA7-4,Protein,ABCA9_HUMAN,ABCA9,"ABCA9_HUMAN,ABCA9,9606.ENSP00000342216,ENSG00000154258",,9606
Q8WXI4,Protein,ACO11_HUMAN,ACOT11,"ACO11_HUMAN,ACOT11,3FO5,6VVQ,9606.ENSP00000360366,ENSG00000162390",,9606
Q9NPJ3-2,Protein,ACO13_HUMAN,ACOT13,"ACO13_HUMAN,ACOT13,2F0X,2H4U,3F5O,9606.ENSP00000230048,CHEMBL4295957,ENSG00000112304",,9606
Q99758-1,Protein,ABCA3_HUMAN,ABCA3,"ABCA3_HUMAN,ABCA3,9606.ENSP00000301732,ENSG00000167972",,9606
P11310,Protein,ACADM_HUMAN,ACADM,"ACADM_HUMAN,ACADM,1EGC,1EGD,1EGE,1T9G,2A1T,4P13,9606.ENSP00000359871,CHEMBL4295713,ENSG00000117054",,9606
P07510,Protein,ACHG_HUMAN,CHRNG,"ACHG_HUMAN,CHRNG,9606.ENSP00000374145,CHEMBL1907588,ENSG00000196811",,9606
P42684-8,Protein,ABL2_HUMAN,ABL2,"ABL2_HUMAN,ABL2,2ECD,2KK1,2XYN,3GVU,3HMI,3ULR,4EIH,5NP3,5NP5,9606.ENSP00000427562,CHEMBL4014,ENSG00000143322",,9606
O00763,Protein,ACACB_HUMAN,ACACB,"ACACB_HUMAN,ACACB,2DN8,2HJW,2KCC,3FF6,3GID,3GLK,3JRW,3JRX,3TDC,4HQ6,5KKN,9606.ENSP00000341044,CHEMBL4829,ENSG00000076555",,9606
Q9UKU7-2,Protein,ACAD8_HUMAN,ACAD8,"ACAD8_HUMAN,ACAD8,1RX0,9606.ENSP00000281182,ENSG00000151498",,9606
Q96CM8,Protein,ACSF2_HUMAN,ACSF2,"ACSF2_HUMAN,ACSF2,9606.ENSP00000401831,ENSG00000167107",,9606
Q8N2K0,Protein,ABD12_HUMAN,ABHD12,"ABD12_HUMAN,ABHD12,9606.ENSP00000365725,CHEMBL5516,ENSG00000100997",,9606
P27348,Protein,1433T_HUMAN,YWHAQ,"1433T_HUMAN,YWHAQ,2BTP,5IQP,6BCR,6BD2,6BQT,9606.ENSP00000371267,CHEMBL3710408,ENSG00000134308",,9606
Q9UKU0-6,Protein,ACSL6_HUMAN,ACSL6,"ACSL6_HUMAN,ACSL6,9606.ENSP00000368566,ENSG00000164398",,9606
Q00005-5,Protein,2ABB_HUMAN,PPP2R2B,"2ABB_HUMAN,PPP2R2B,9606.ENSP00000377936,ENSG00000156475",,9606
Q96P26,Protein,5NT1B_HUMAN,NT5C1B,"5NT1B_HUMAN,NT5C1B,9606.ENSP00000352904,ENSG00000185013",,9606
Q13639-9,Protein,5HT4R_HUMAN,HTR4,"5HT4R_HUMAN,HTR4,5EM9,9606.ENSP00000353915,CHEMBL1875,ENSG00000164270",,9606
Q8WXA8,Protein,5HT3C_HUMAN,HTR3C,"5HT3C_HUMAN,HTR3C,9606.ENSP00000322617,CHEMBL4296091,ENSG00000178084",,9606
Q86UQ4,Protein,ABCAD_HUMAN,ABCA13,"ABCAD_HUMAN,ABCA13,9606.ENSP00000411096,ENSG00000179869",,9606
Q0P651,Protein,ABD18_HUMAN,ABHD18,"ABD18_HUMAN,ABHD18,9606.ENSP00000381937,ENSG00000164074",,9606
P00505-1,Protein,AATM_HUMAN,GOT2,"AATM_HUMAN,GOT2,5AX8,9606.ENSP00000245206,ENSG00000125166",,9606
P36896-2,Protein,ACV1B_HUMAN,ACVR1B,"ACV1B_HUMAN,ACVR1B,9606.ENSP00000442656,CHEMBL5310,ENSG00000135503",,9606
P11310-2,Protein,ACADM_HUMAN,ACADM,"ACADM_HUMAN,ACADM,1EGC,1EGD,1EGE,1T9G,2A1T,4P13,9606.ENSP00000359871,CHEMBL4295713,ENSG00000117054",,9606
Q6PD74-1,Protein,AAGAB_HUMAN,AAGAB,"AAGAB_HUMAN,AAGAB,9606.ENSP00000261880,ENSG00000103591",,9606
O94911-3,Protein,ABCA8_HUMAN,ABCA8,"ABCA8_HUMAN,ABCA8,9606.ENSP00000467271,ENSG00000141338",,9606
Q6NUN0,Protein,ACSM5_HUMAN,ACSM5,"ACSM5_HUMAN,ACSM5,9606.ENSP00000327916,ENSG00000183549",,9606
P08910,Protein,ABHD2_HUMAN,ABHD2,"ABHD2_HUMAN,ABHD2,9606.ENSP00000268129,ENSG00000140526",,9606
Q13444-7,Protein,ADA15_HUMAN,ADAM15,"ADA15_HUMAN,ADAM15,9606.ENSP00000349436,CHEMBL2331050,ENSG00000143537",,9606
Q0P651-4,Protein,ABD18_HUMAN,ABHD18,"ABD18_HUMAN,ABHD18,9606.ENSP00000381937,ENSG00000164074",,9606
P46098-3,Protein,5HT3A_HUMAN,HTR3A,"5HT3A_HUMAN,HTR3A,9606.ENSP00000347754,CHEMBL1899,ENSG00000166736",,9606
Q9UKV3-1,Protein,ACINU_HUMAN,ACIN1,"ACINU_HUMAN,ACIN1,6G6S,9606.ENSP00000262710,ENSG00000100813",,9606
Q13444-3,Protein,ADA15_HUMAN,ADAM15,"ADA15_HUMAN,ADAM15,9606.ENSP00000349436,CHEMBL2331050,ENSG00000143537",,9606
Q9UKU7-3,Protein,ACAD8_HUMAN,ACAD8,"ACAD8_HUMAN,ACAD8,1RX0,9606.ENSP00000281182,ENSG00000151498",,9606
Q53FZ2-2,Protein,ACSM3_HUMAN,ACSM3,"ACSM3_HUMAN,ACSM3,9606.ENSP00000289416,ENSG00000005187",,9606
P08912,Protein,ACM5_HUMAN,CHRM5,"ACM5_HUMAN,CHRM5,6OL9,9606.ENSP00000372750,CHEMBL2035,ENSG00000184984",,9606
P30542-2,Protein,AA1R_HUMAN,ADORA1,"AA1R_HUMAN,ADORA1,5N2S,5UEN,6D9H,9606.ENSP00000356205,CHEMBL226,ENSG00000163485",,9606
Q9HC16,Protein,ABC3G_HUMAN,APOBEC3G,"ABC3G_HUMAN,APOBEC3G,2JYW,2KBO,2KEM,3E1U,3IQS,3IR2,3V4J,3V4K,4ROV,4ROW,5ZVA,5ZVB,6BUX,6BWY,6K3J,6K3K,9606.ENSP00000385057,CHEMBL1741217,ENSG00000239713",,9606
P42684-3,Protein,ABL2_HUMAN,ABL2,"ABL2_HUMAN,ABL2,2ECD,2KK1,2XYN,3GVU,3HMI,3ULR,4EIH,5NP3,5NP5,9606.ENSP00000427562,CHEMBL4014,ENSG00000143322",,9606
Q13362-2,Protein,2A5G_HUMAN,PPP2R5C,"2A5G_HUMAN,PPP2R5C,2IAE,2JAK,2NPP,2NYL,2NYM,3FGA,5JJA,5K6S,5SW9,5SWF,6OYL,6VOY,6VRO,9606.ENSP00000412324,ENSG00000078304",,9606
P02708-2,Protein,ACHA_HUMAN,CHRNA1,"ACHA_HUMAN,CHRNA1,1Y5P,1Y5T,1Y6C,4ZJS,5HBT,9606.ENSP00000261007,CHEMBL4808,ENSG00000138435",,9606
Q86TX2,Protein,ACOT1_HUMAN,ACOT1,"ACOT1_HUMAN,ACOT1,9606.ENSP00000311224,CHEMBL2189136,ENSG00000184227",,9606
Q9BYD9,Protein,ACTT3_HUMAN,ACTRT3,"ACTT3_HUMAN,ACTRT3,9606.ENSP00000333037,ENSG00000184378",,9606
Q8IZP0-3,Protein,ABI1_HUMAN,ABI1,"ABI1_HUMAN,ABI1,9606.ENSP00000365312,ENSG00000136754",,9606
Q9NP58-4,Protein,ABCB6_HUMAN,ABCB6,"ABCB6_HUMAN,ABCB6,3NH6,3NH9,3NHA,3NHB,9606.ENSP00000265316,CHEMBL2007630,ENSG00000115657",,9606
O75078-1,Protein,ADA11_HUMAN,ADAM11,"ADA11_HUMAN,ADAM11,9606.ENSP00000200557,ENSG00000073670",,9606
Q2M3G0,Protein,ABCB5_HUMAN,ABCB5,"ABCB5_HUMAN,ABCB5,9606.ENSP00000384881,CHEMBL1772928,ENSG00000004846",,9606
P31946,Protein,1433B_HUMAN,YWHAB,"1433B_HUMAN,YWHAB,2BQ0,2C23,4DNK,5N10,6A5Q,6BYK,6GN0,6GN8,6GNJ,6GNK,6GNN,6HEP,9606.ENSP00000361930,CHEMBL3710403,ENSG00000166913",,9606
Q9NP58-1,Protein,ABCB6_HUMAN,ABCB6,"ABCB6_HUMAN,ABCB6,3NH6,3NH9,3NHA,3NHB,9606.ENSP00000265316,CHEMBL2007630,ENSG00000115657",,9606
Q8TDX5-2,Protein,ACMSD_HUMAN,ACMSD,"ACMSD_HUMAN,ACMSD,2WM1,4IGM,4IGN,4IH3,4OFC,9606.ENSP00000348459,CHEMBL4105941,ENSG00000153086",,9606
O14672,Protein,ADA10_HUMAN,ADAM10,"ADA10_HUMAN,ADAM10,1M1I,6BDZ,6BE6,9606.ENSP00000260408,CHEMBL5028,ENSG00000137845",,9606
P07311-2,Protein,ACYP1_HUMAN,ACYP1,"ACYP1_HUMAN,ACYP1,2K7J,2K7K,2VH7,2W4C,2W4P,3TOQ,6CBU,9606.ENSP00000238618,ENSG00000119640",,9606
Q6NTF7-4,Protein,ABC3H_HUMAN,APOBEC3H,"ABC3H_HUMAN,APOBEC3H,5W45,6B0B,6BBO,9606.ENSP00000385741,ENSG00000100298",,9606
Q9H0P0-4,Protein,5NT3A_HUMAN,NT5C3A,"5NT3A_HUMAN,NT5C3A,2CN1,2JGA,2VKQ,9606.ENSP00000484415,ENSG00000122643",,9606
Q96GX2,Protein,A7L3B_HUMAN,ATXN7L3B,"A7L3B_HUMAN,ATXN7L3B,9606.ENSP00000430000,ENSG00000253719",,9606
P35348-8,Protein,ADA1A_HUMAN,ADRA1A,"ADA1A_HUMAN,ADRA1A,9606.ENSP00000369960,CHEMBL229,ENSG00000120907",,9606
O43741,Protein,AAKB2_HUMAN,PRKAB2,"AAKB2_HUMAN,PRKAB2,2F15,2V8Q,2V92,2V9J,2Y8L,2Y8Q,2YA3,4CFH,4EAI,4EAJ,4RER,4REW,6B2E,9606.ENSP00000254101,CHEMBL2117,ENSG00000131791",,9606
Q9NX38,Protein,ABITM_HUMAN,ABITRAM,"ABITM_HUMAN,ABITRAM,9606.ENSP00000363753,ENSG00000119328",,9606
Q5QJU3,Protein,ACER2_HUMAN,ACER2,"ACER2_HUMAN,ACER2,9606.ENSP00000342609,CHEMBL2331067,ENSG00000177076",,9606
Q8TB40-1,Protein,ABHD4_HUMAN,ABHD4,"ABHD4_HUMAN,ABHD4,9606.ENSP00000414558,ENSG00000100439",,9606
Q7Z5M8-2,Protein,AB12B_HUMAN,ABHD12B,"AB12B_HUMAN,ABHD12B,9606.ENSP00000336693,ENSG00000131969",,9606
Q96I13,Protein,ABHD8_HUMAN,ABHD8,"ABHD8_HUMAN,ABHD8,9606.ENSP00000247706,ENSG00000127220",,9606
Q8WYK0,Protein,ACO12_HUMAN,ACOT12,"ACO12_HUMAN,ACOT12,3B7K,4MOB,4MOC,9606.ENSP00000303246,ENSG00000172497",,9606
Q8WWZ7-2,Protein,ABCA5_HUMAN,ABCA5,"ABCA5_HUMAN,ABCA5,9606.ENSP00000376443,ENSG00000154265",,9606
Q676U5,Protein,A16L1_HUMAN,ATG16L1,"A16L1_HUMAN,ATG16L1,4GDK,4GDL,4NAW,4TQ0,5D7G,5NPV,5NPW,5NUV,5ZYX,9606.ENSP00000375872,ENSG00000085978,ENSG00000281089",,9606
Q8NAA4-3,Protein,A16L2_HUMAN,ATG16L2,"A16L2_HUMAN,ATG16L2,9606.ENSP00000326340,ENSG00000168010",,9606
Q2M2I8-2,Protein,AAK1_HUMAN,AAK1,"AAK1_HUMAN,AAK1,4WSQ,5L4Q,5TE0,9606.ENSP00000386456,CHEMBL3830,ENSG00000115977",,9606
O00763-2,Protein,ACACB_HUMAN,ACACB,"ACACB_HUMAN,ACACB,2DN8,2HJW,2KCC,3FF6,3GID,3GLK,3JRW,3JRX,3TDC,4HQ6,5KKN,9606.ENSP00000341044,CHEMBL4829,ENSG00000076555",,9606
P45954-1,Protein,ACDSB_HUMAN,ACADSB,"ACDSB_HUMAN,ACADSB,2JIF,9606.ENSP00000357873,ENSG00000196177",,9606
O14561,Protein,ACPM_HUMAN,NDUFAB1,"ACPM_HUMAN,NDUFAB1,2DNW,5OOL,5OOM,5XTB,5XTC,5XTD,5XTH,5XTI,6ODD,9606.ENSP00000458770,CHEMBL2363065,ENSG00000004779",,9606
Q9NP78,Protein,ABCB9_HUMAN,ABCB9,"ABCB9_HUMAN,ABCB9,9606.ENSP00000440288,CHEMBL1293189,ENSG00000150967",,9606
Q07912,Protein,ACK1_HUMAN,TNK2,"ACK1_HUMAN,TNK2,1CF4,1U46,1U4D,1U54,3EQP,3EQR,4EWH,4HZR,4HZS,4ID7,5ZXB,9606.ENSP00000371341,CHEMBL4599,ENSG00000061938",,9606
P78314-2,Protein,3BP2_HUMAN,SH3BP2,"3BP2_HUMAN,SH3BP2,2CR4,3TWR,9606.ENSP00000422168,ENSG00000087266",,9606
Q00005-2,Protein,2ABB_HUMAN,PPP2R2B,"2ABB_HUMAN,PPP2R2B,9606.ENSP00000377936,ENSG00000156475",,9606
P53396,Protein,ACLY_HUMAN,ACLY,"ACLY_HUMAN,ACLY,3MWD,3MWE,3PFF,5TDE,5TDF,5TDM,5TDZ,5TE1,5TEQ,5TES,5TET,6HXH,6HXK,6HXL,6HXM,6O0H,6POE,6POF,6QFB,6UI9,6UIA,6UUW,6UUZ,6UV5,9606.ENSP00000253792,CHEMBL3720,ENSG00000131473",,9606
Q9H7C9-3,Protein,AAMDC_HUMAN,AAMDC,"AAMDC_HUMAN,AAMDC,2AB1,2Q4Q,9606.ENSP00000431808,ENSG00000087884",,9606
Q9Y305-3,Protein,ACOT9_HUMAN,ACOT9,"ACOT9_HUMAN,ACOT9,9606.ENSP00000368605,CHEMBL4295987,ENSG00000123130",,9606
P35348-3,Protein,ADA1A_HUMAN,ADRA1A,"ADA1A_HUMAN,ADRA1A,9606.ENSP00000369960,CHEMBL229,ENSG00000120907",,9606
O95264,Protein,5HT3B_HUMAN,HTR3B,"5HT3B_HUMAN,HTR3B,9606.ENSP00000260191,CHEMBL2111332,ENSG00000149305",,9606
Q8TDX5,Protein,ACMSD_HUMAN,ACMSD,"ACMSD_HUMAN,ACMSD,2WM1,4IGM,4IGN,4IH3,4OFC,9606.ENSP00000348459,CHEMBL4105941,ENSG00000153086",,9606
Q8IUA7-3,Protein,ABCA9_HUMAN,ABCA9,"ABCA9_HUMAN,ABCA9,9606.ENSP00000342216,ENSG00000154258",,9606
P17174-2,Protein,AATC_HUMAN,GOT1,"AATC_HUMAN,GOT1,3II0,3WZF,6DNA,6DNB,6DND,9606.ENSP00000359539,CHEMBL2189139,ENSG00000120053",,9606
Q09428,Protein,ABCC8_HUMAN,ABCC8,"ABCC8_HUMAN,ABCC8,6C3O,6C3P,9606.ENSP00000303960,CHEMBL2071,ENSG00000006071",,9606
Q9NRW3,Protein,ABC3C_HUMAN,APOBEC3C,"ABC3C_HUMAN,APOBEC3C,3VM8,3VOW,9606.ENSP00000355340,ENSG00000244509",,9606
O94911-2,Protein,ABCA8_HUMAN,ABCA8,"ABCA8_HUMAN,ABCA8,9606.ENSP00000467271,ENSG00000141338",,9606
Q9H221,Protein,ABCG8_HUMAN,ABCG8,"ABCG8_HUMAN,ABCG8,5DO7,9606.ENSP00000272286,ENSG00000143921",,9606
Q14738-1,Protein,2A5D_HUMAN,PPP2R5D,"2A5D_HUMAN,PPP2R5D,9606.ENSP00000417963,ENSG00000112640",,9606
Q8IUX4-3,Protein,ABC3F_HUMAN,APOBEC3F,"ABC3F_HUMAN,APOBEC3F,3WUS,4IOU,4J4J,5HX4,5HX5,5W2M,6NIL,9606.ENSP00000309749,CHEMBL2007626,ENSG00000128394",,9606
P00505-2,Protein,AATM_HUMAN,GOT2,"AATM_HUMAN,GOT2,5AX8,9606.ENSP00000245206,ENSG00000125166",,9606
Q8WTS1,Protein,ABHD5_HUMAN,ABHD5,"ABHD5_HUMAN,ABHD5,9606.ENSP00000390849,ENSG00000011198",,9606
Q08AH1-1,Protein,ACSM1_HUMAN,ACSM1,"ACSM1_HUMAN,ACSM1,9606.ENSP00000301956,ENSG00000166743",,9606
Q53FZ2-1,Protein,ACSM3_HUMAN,ACSM3,"ACSM3_HUMAN,ACSM3,9606.ENSP00000289416,ENSG00000005187",,9606
P43681-1,Protein,ACHA4_HUMAN,CHRNA4,"ACHA4_HUMAN,CHRNA4,2GVT,2LLY,5KXI,6CNJ,6CNK,6UR8,6USF,9606.ENSP00000359285,CHEMBL1882,ENSG00000101204",,9606
Q99758-2,Protein,ABCA3_HUMAN,ABCA3,"ABCA3_HUMAN,ABCA3,9606.ENSP00000301732,ENSG00000167972",,9606
Q9UKU0-2,Protein,ACSL6_HUMAN,ACSL6,"ACSL6_HUMAN,ACSL6,9606.ENSP00000368566,ENSG00000164398",,9606
Q8WWZ4-1,Protein,ABCAA_HUMAN,ABCA10,"ABCAA_HUMAN,ABCA10,9606.ENSP00000269081,ENSG00000154263",,9606
P49902-1,Protein,5NTC_HUMAN,NT5C2,"5NTC_HUMAN,NT5C2,2J2C,2JC9,2JCM,2XCV,2XCW,2XCX,2XJB,2XJC,2XJD,2XJE,2XJF,4H4B,5CQZ,5CR7,5K7Y,5L4Z,5L50,5OPK,5OPL,5OPM,5OPN,5OPO,5OPP,6DD3,6DDB,6DDC,6DDH,6DDK,6DDL,6DDO,6DDQ,6DDX,6DDY,6DDZ,6DE0,6DE1,6DE2,6DE3,6FIR,6FIS,6FIU,6FIW,6FXH,9606.ENSP00000339479,CHEMBL3708197,ENSG00000076685",,9606
Q13444-9,Protein,ADA15_HUMAN,ADAM15,"ADA15_HUMAN,ADAM15,9606.ENSP00000349436,CHEMBL2331050,ENSG00000143537",,9606
P49753,Protein,ACOT2_HUMAN,ACOT2,"ACOT2_HUMAN,ACOT2,3HLK,9606.ENSP00000238651,CHEMBL2189135,ENSG00000119673",,9606
O15254,Protein,ACOX3_HUMAN,ACOX3,"ACOX3_HUMAN,ACOX3,9606.ENSP00000348775,CHEMBL4105817,ENSG00000087008",,9606
Q13131-2,Protein,AAPK1_HUMAN,PRKAA1,"AAPK1_HUMAN,PRKAA1,4RED,4RER,4REW,5EZV,6C9F,6C9G,6C9H,6C9J,9606.ENSP00000346148,CHEMBL4045,ENSG00000132356",,9606
Q9UGM1,Protein,ACHA9_HUMAN,CHRNA9,"ACHA9_HUMAN,CHRNA9,4D01,4UXU,4UY2,6HY7,9606.ENSP00000312663,CHEMBL2184,ENSG00000174343",,9606
P63151-2,Protein,2ABA_HUMAN,PPP2R2A,"2ABA_HUMAN,PPP2R2A,3DW8,9606.ENSP00000325074,CHEMBL4284,ENSG00000221914",,9606
Q15758-1,Protein,AAAT_HUMAN,SLC1A5,"AAAT_HUMAN,SLC1A5,5LLM,5LLU,5LM4,5MJU,6GCT,6MP6,6MPB,6RVX,6RVY,9606.ENSP00000444408,CHEMBL3562162,ENSG00000105281",,9606
O75078-2,Protein,ADA11_HUMAN,ADAM11,"ADA11_HUMAN,ADAM11,9606.ENSP00000200557,ENSG00000073670",,9606
Q03154-4,Protein,ACY1_HUMAN,ACY1,"ACY1_HUMAN,ACY1,1Q7L,9606.ENSP00000384296,ENSG00000243989",,9606
P07510-1,Protein,ACHG_HUMAN,CHRNG,"ACHG_HUMAN,CHRNG,9606.ENSP00000374145,CHEMBL1907588,ENSG00000196811",,9606
P20848,Protein,A1ATR_HUMAN,SERPINA2,"A1ATR_HUMAN,SERPINA2",,9606
Q8NFV4,Protein,ABHDB_HUMAN,ABHD11,"ABHDB_HUMAN,ABHD11,9606.ENSP00000222800,CHEMBL2189134,ENSG00000106077",,9606
Q53FZ2,Protein,ACSM3_HUMAN,ACSM3,"ACSM3_HUMAN,ACSM3,9606.ENSP00000289416,ENSG00000005187",,9606
Q5SQ80,Protein,A20A2_HUMAN,ANKRD20A2P,"A20A2_HUMAN,ANKRD20A2P,9606.ENSP00000366826,ENSG00000183148",,9606
Q6H8Q1-1,Protein,ABLM2_HUMAN,ABLIM2,"ABLM2_HUMAN,ABLIM2,1V6G,1WIG,2L3X,9606.ENSP00000393511,ENSG00000163995",,9606
Q04917,Protein,1433F_HUMAN,YWHAH,"1433F_HUMAN,YWHAH,2C63,2C74,9606.ENSP00000248975,CHEMBL3708585,ENSG00000128245",,9606
P12821-2,Protein,ACE_HUMAN,ACE,"ACE_HUMAN,ACE,1O86,1O8A,1UZE,1UZF,2C6F,2C6N,2IUL,2IUX,2OC2,2XY9,2XYD,2YDM,3BKK,3BKL,3L3N,3NXQ,4APH,4APJ,4BXK,4BZR,4BZS,4C2N,4C2O,4C2P,4C2Q,4C2R,4CA5,4CA6,4UFA,4UFB,5AM8,5AM9,5AMA,5AMB,5AMC,6EN5,6EN6,6F9R,6F9T,6F9U,6F9V,6H5W,6H5X,6QS1,6TT1,6TT3,6TT4,9606.ENSP00000290866,CHEMBL1808,ENSG00000159640",,9606
O94929,Protein,ABLM3_HUMAN,ABLIM3,"ABLM3_HUMAN,ABLIM3,1UJS,2DJ7,9606.ENSP00000425394,ENSG00000173210",,9606
Q6H8Q1-5,Protein,ABLM2_HUMAN,ABLIM2,"ABLM2_HUMAN,ABLIM2,1V6G,1WIG,2L3X,9606.ENSP00000393511,ENSG00000163995",,9606
P33121,Protein,ACSL1_HUMAN,ACSL1,"ACSL1_HUMAN,ACSL1,9606.ENSP00000422607,CHEMBL4295746,ENSG00000151726",,9606
Q9UKF5,Protein,ADA29_HUMAN,ADAM29,"ADA29_HUMAN,ADAM29,9606.ENSP00000484862,ENSG00000168594",,9606
Q6JQN1-4,Protein,ACD10_HUMAN,ACAD10,"ACD10_HUMAN,ACAD10,9606.ENSP00000389813,CHEMBL4105816,ENSG00000111271",,9606
Q13085-2,Protein,ACACA_HUMAN,ACACA,"ACACA_HUMAN,ACACA,2YL2,3COJ,4ASI,6G2D,6G2H,6G2I,9606.ENSP00000483300,CHEMBL3351,ENSG00000275176,ENSG00000278540",,9606
Q9BYF1,Protein,ACE2_HUMAN,ACE2,"ACE2_HUMAN,ACE2,1R42,1R4L,1XJP,2AJF,3D0G,3D0H,3D0I,3KBH,3SCI,3SCJ,3SCK,3SCL,6ACG,6ACJ,6ACK,6CS2,6LZG,6M0J,6M17,6M18,6M1D,6VW1,9606.ENSP00000389326,CHEMBL3736",,9606
Q15825-1,Protein,ACHA6_HUMAN,CHRNA6,"ACHA6_HUMAN,CHRNA6,9606.ENSP00000276410,CHEMBL2109233,CHEMBL2109237,CHEMBL3137285,ENSG00000147434",,9606
Q8WWZ7,Protein,ABCA5_HUMAN,ABCA5,"ABCA5_HUMAN,ABCA5,9606.ENSP00000376443,ENSG00000154265",,9606
P01009-2,Protein,A1AT_HUMAN,SERPINA1,"A1AT_HUMAN,SERPINA1,1ATU,1D5S,1EZX,1HP7,1IZ2,1KCT,1OO8,1OPH,1PSI,1QLP,1QMB,2D26,2QUG,3CWL,3CWM,3DRM,3DRU,3NDD,3NDF,3NE4,3T1P,4PYW,5IO1,5NBU,5NBV,6HX4,6I4V,6I7U,6IAY,6ROD,7API,8API,9API,9606.ENSP00000416066,ENSG00000197249",,9606
Q9NUZ1-4,Protein,ACOXL_HUMAN,ACOXL,"ACOXL_HUMAN,ACOXL,9606.ENSP00000407761,ENSG00000153093",,9606
P07108-4,Protein,ACBP_HUMAN,DBI,"ACBP_HUMAN,DBI,2CB8,2FJ9,9606.ENSP00000439012,ENSG00000155368",,9606
